job_id,image_name,object_count,label,area,min_x,min_y,max_x,max_y
469,000000052565,17,75,187,200,207,232,214
470,000000052591,7,2,31250,11,0,255,255
470,000000052591,7,6,5860,0,51,42,255
470,000000052591,7,8,54,250,86,255,96
470,000000052591,7,9,65,139,95,147,105
470,000000052591,7,11,112,131,108,141,124
470,000000052591,7,14,56,184,181,195,189
470,000000052591,7,21,1350,187,210,255,255
471,000000052891,8,1,14192,0,0,255,61
471,000000052891,8,2,10016,0,68,255,166
471,000000052891,8,4,120,0,150,21,160
471,000000052891,8,5,6879,0,150,119,255
471,000000052891,8,7,117,213,160,231,169
471,000000052891,8,8,539,0,163,34,186
471,000000052891,8,13,86,166,182,180,189
471,000000052891,8,15,493,205,188,247,208
472,000000052996,12,1,7288,113,15,255,157
472,000000052996,12,2,194,246,46,255,66
472,000000052996,12,3,350,8,66,34,87
472,000000052996,12,6,71,209,84,216,93
472,000000052996,12,8,91,234,122,245,131
472,000000052996,12,11,557,206,136,240,161
472,000000052996,12,15,94,131,176,150,185
472,000000052996,12,16,297,3,183,43,198
472,000000052996,12,17,166,110,213,129,223
472,000000052996,12,18,1085,162,213,201,255
472,000000052996,12,21,82,99,232,109,240
472,000000052996,12,22,83,0,236,12,246
473,000000053505,8,1,330,0,0,9,44
473,000000053505,8,2,15239,30,0,255,179
473,000000053505,8,3,184,6,65,15,93
473,000000053505,8,4,140,126,69,136,86
473,000000053505,8,7,123,160,88,185,92
473,000000053505,8,16,75,62,155,67,168
473,000000053505,8,18,241,50,219,69,231
473,000000053505,8,20,50,134,254,158,255
474,000000053529,7,1,15638,88,0,251,231
474,000000053529,7,2,62,36,60,48,66
474,000000053529,7,3,2674,40,61,95,145
474,000000053529,7,9,185,235,185,255,204
474,000000053529,7,11,62,94,196,100,206
474,000000053529,7,14,62,217,232,224,241
474,000000053529,7,15,242,173,238,208,249
475,000000053624,15,1,201,0,0,29,15
475,000000053624,15,2,192,44,0,65,13
475,000000053624,15,3,61,40,5,43,23
475,000000053624,15,5,57,88,12,97,17
475,000000053624,15,7,544,61,15,131,36
475,000000053624,15,10,70,158,20,178,24
475,000000053624,15,11,680,0,21,41,53
475,000000053624,15,12,238,150,34,175,47
475,000000053624,15,14,63,212,37,218,48
475,000000053624,15,15,181,94,41,133,49
475,000000053624,15,16,61,186,41,196,47
475,000000053624,15,19,29452,0,66,255,255
475,000000053624,15,25,134,59,111,73,131
475,000000053624,15,30,412,9,126,41,157
475,000000053624,15,37,148,154,169,161,190
476,000000053626,17,1,10385,171,0,255,191
476,000000053626,17,3,4336,64,12,198,98
476,000000053626,17,5,163,0,32,18,43
476,000000053626,17,6,52,54,34,61,42
476,000000053626,17,14,78,20,57,34,64
476,000000053626,17,15,360,58,58,93,95
476,000000053626,17,17,76,33,63,48,73
476,000000053626,17,21,177,25,79,42,97
476,000000053626,17,26,1305,135,102,171,187
476,000000053626,17,32,82,28,133,35,145
476,000000053626,17,33,2191,49,135,92,205
476,000000053626,17,34,9670,0,138,255,255
476,000000053626,17,35,75,116,141,121,157
476,000000053626,17,37,61,112,182,120,193
476,000000053626,17,39,117,133,192,156,198
476,000000053626,17,40,291,166,196,235,202
476,000000053626,17,41,874,96,199,215,217
477,000000053909,9,1,8999,0,0,41,255
477,000000053909,9,2,10388,188,0,255,255
477,000000053909,9,3,78,111,34,120,44
477,000000053909,9,4,116,58,36,72,60
477,000000053909,9,5,2397,125,44,163,217
477,000000053909,9,6,1904,80,83,132,163
477,000000053909,9,8,168,59,121,70,140
477,000000053909,9,12,85,53,162,72,166
477,000000053909,9,15,203,108,184,128,198
478,000000053994,9,1,12108,0,0,116,144
478,000000053994,9,3,471,146,0,184,38
478,000000053994,9,5,96,245,0,255,11
478,000000053994,9,8,15581,126,74,255,255
478,000000053994,9,9,1335,100,77,144,120
478,000000053994,9,12,1338,91,128,141,179
478,000000053994,9,13,1638,2,161,51,200
478,000000053994,9,15,436,84,228,110,255
478,000000053994,9,17,116,125,247,148,255
479,000000054123,17,5,320,154,40,187,59
479,000000054123,17,6,105,234,41,253,52
479,000000054123,17,8,563,106,44,158,66
479,000000054123,17,9,63,40,45,50,53
479,000000054123,17,10,1325,0,52,44,128
479,000000054123,17,14,1588,193,73,255,174
479,000000054123,17,19,2186,100,121,182,171
479,000000054123,17,21,73,99,128,102,149
479,000000054123,17,27,98,11,145,21,158
479,000000054123,17,29,506,41,147,79,173
479,000000054123,17,34,70,181,168,189,184
479,000000054123,17,40,693,215,176,255,212
479,000000054123,17,42,1575,106,180,176,227
479,000000054123,17,45,207,196,184,218,208
479,000000054123,17,46,4635,0,185,222,255
479,000000054123,17,47,147,0,188,12,209
479,000000054123,17,52,748,216,209,255,255
480,000000054164,4,1,13793,111,36,255,194
480,000000054164,4,8,113,47,193,62,202
480,000000054164,4,9,1893,80,193,193,231
480,000000054164,4,19,503,211,238,255,253
481,000000054592,2,1,14515,0,0,147,136
481,000000054592,2,3,273,135,129,160,144
482,000000054593,6,10,183,150,90,170,102
482,000000054593,6,15,344,74,111,102,136
482,000000054593,6,18,495,107,114,143,136
482,000000054593,6,19,155,232,118,248,129
482,000000054593,6,22,346,32,120,64,133
482,000000054593,6,23,21826,0,123,255,255
483,000000054605,7,1,1054,51,0,103,37
483,000000054605,7,3,1815,173,8,220,119
483,000000054605,7,6,611,0,46,23,87
483,000000054605,7,8,2732,119,132,214,181
483,000000054605,7,10,385,81,155,113,177
483,000000054605,7,15,2672,73,182,152,255
483,000000054605,7,16,2816,199,187,255,255
484,000000054628,11,2,5757,45,0,164,107
484,000000054628,11,3,61,167,0,173,16
484,000000054628,11,4,266,194,18,208,45
484,000000054628,11,5,635,218,18,255,53
484,000000054628,11,8,56,153,37,159,45
484,000000054628,11,9,95,247,37,255,49
484,000000054628,11,16,176,120,132,131,150
484,000000054628,11,18,2106,75,154,169,199
484,000000054628,11,19,110,49,185,71,191
484,000000054628,11,22,142,113,214,126,230
484,000000054628,11,24,748,95,230,169,255
485,000000054654,8,1,96,0,0,11,11
485,000000054654,8,2,6782,0,0,130,90
485,000000054654,8,3,889,134,0,170,38
485,000000054654,8,9,50,196,52,206,62
485,000000054654,8,10,527,67,65,102,105
485,000000054654,8,13,144,106,89,128,97
485,000000054654,8,14,2117,49,106,161,156
485,000000054654,8,17,6488,0,162,141,255
486,000000054931,7,1,1525,0,0,48,72
486,000000054931,7,3,88,49,15,57,27
486,000000054931,7,4,229,189,22,214,45
486,000000054931,7,5,337,57,30,77,58
486,000000054931,7,8,86,78,59,85,74
486,000000054931,7,9,11311,0,78,223,229
486,000000054931,7,18,90,0,243,22,248
487,000000054967,7,1,322,14,0,39,28
487,000000054967,7,2,11740,55,0,194,166
487,000000054967,7,6,79,57,36,65,48
487,000000054967,7,14,236,216,67,241,110
487,000000054967,7,27,59,9,153,15,162
487,000000054967,7,29,89,169,167,184,183
487,000000054967,7,33,203,136,192,165,203
488,000000055002,6,1,16512,0,0,255,103
488,000000055002,6,3,103,26,80,41,91
488,000000055002,6,7,19112,0,91,255,255
488,000000055002,6,8,286,219,137,252,148
488,000000055002,6,9,53,191,144,199,151
488,000000055002,6,11,103,100,157,116,176
489,000000055022,13,1,8635,0,0,197,71
489,000000055022,13,2,14031,147,0,255,247
489,000000055022,13,3,954,180,19,212,65
489,000000055022,13,5,50,153,57,160,64
489,000000055022,13,10,12156,0,74,153,255
489,000000055022,13,11,161,114,76,128,90
489,000000055022,13,12,91,156,77,164,89
489,000000055022,13,15,74,121,120,128,134
489,000000055022,13,17,59,96,137,104,147
489,000000055022,13,19,182,85,149,106,165
489,000000055022,13,20,155,42,155,57,176
489,000000055022,13,25,162,225,232,255,241
489,000000055022,13,29,90,221,249,241,255
490,000000055072,3,1,21684,0,0,255,120
490,000000055072,3,3,62,221,97,231,104
490,000000055072,3,4,79,245,104,255,116
491,000000055150,13,1,20279,0,0,255,133
491,000000055150,13,3,294,29,51,46,84
491,000000055150,13,4,971,0,98,79,129
491,000000055150,13,5,71,82,98,96,108
491,000000055150,13,6,410,66,112,96,136
491,000000055150,13,7,56,0,119,9,127
491,000000055150,13,13,60,238,146,255,151
491,000000055150,13,14,423,58,147,87,170
491,000000055150,13,17,113,32,176,51,185
491,000000055150,13,18,205,46,193,61,217
491,000000055150,13,20,88,32,197,44,210
491,000000055150,13,21,463,28,221,54,249
491,000000055150,13,22,68,203,239,207,255
492,000000055167,16,1,1405,0,0,91,29
492,000000055167,16,4,74,63,93,84,97
492,000000055167,16,5,51,93,93,108,96
492,000000055167,16,7,70,124,95,139,101
492,000000055167,16,8,90,77,100,97,106
492,000000055167,16,13,91,66,113,86,123
492,000000055167,16,14,111,200,113,215,127
492,000000055167,16,17,310,58,124,101,138
492,000000055167,16,19,580,26,127,72,155
492,000000055167,16,22,158,125,133,145,147
492,000000055167,16,23,738,157,134,209,166
492,000000055167,16,25,250,94,142,117,155
492,000000055167,16,31,62,37,162,54,166
492,000000055167,16,32,530,0,164,56,186
492,000000055167,16,34,183,81,176,136,185
492,000000055167,16,37,218,0,186,49,196
493,000000055299,2,1,25189,0,0,255,146
493,000000055299,2,3,282,0,87,31,98
494,000000055528,11,1,19825,0,0,182,233
494,000000055528,11,2,502,160,42,196,77
494,000000055528,11,4,593,174,64,202,106
494,000000055528,11,6,124,160,73,170,91
494,000000055528,11,7,448,162,102,196,126
494,000000055528,11,8,1343,192,113,236,153
494,000000055528,11,9,157,213,158,229,168
494,000000055528,11,10,1075,201,170,230,218
494,000000055528,11,11,89,13,213,25,229
494,000000055528,11,13,239,25,237,55,255
494,000000055528,11,15,357,84,245,136,255
495,000000055950,12,1,199,26,0,72,14
495,000000055950,12,5,54,236,3,255,8
495,000000055950,12,9,67,55,13,78,19
495,000000055950,12,10,59,82,18,101,23
495,000000055950,12,11,338,159,30,255,50
495,000000055950,12,13,54,107,57,115,63
495,000000055950,12,14,325,78,69,104,102
495,000000055950,12,16,3332,0,81,255,204
495,000000055950,12,18,242,156,122,179,148
495,000000055950,12,19,342,49,135,72,167
495,000000055950,12,22,751,9,167,194,219
495,000000055950,12,23,247,203,221,255,239
496,000000056127,26,1,14963,0,0,199,255
496,000000056127,26,2,397,122,0,162,12
496,000000056127,26,3,1238,166,0,199,51
496,000000056127,26,4,176,214,0,229,17
496,000000056127,26,5,1106,224,0,255,62
496,000000056127,26,7,424,0,18,11,106
496,000000056127,26,9,98,132,21,152,26
496,000000056127,26,10,57,135,32,149,35
496,000000056127,26,12,1199,185,35,224,87
496,000000056127,26,13,132,109,36,126,44
496,000000056127,26,14,175,77,39,100,49
496,000000056127,26,19,133,232,68,255,83
496,000000056127,26,20,292,241,86,251,120
496,000000056127,26,21,260,227,87,237,119
496,000000056127,26,22,165,214,95,223,118
496,000000056127,26,24,80,0,114,4,134
496,000000056127,26,25,92,211,120,231,128
496,000000056127,26,26,175,41,130,62,147
496,000000056127,26,27,139,212,132,231,138
496,000000056127,26,28,138,0,141,4,185
496,000000056127,26,30,57,168,176,182,180
496,000000056127,26,32,345,41,180,54,225
496,000000056127,26,33,206,65,180,74,209
496,000000056127,26,34,1028,0,192,28,255
496,000000056127,26,35,51,146,212,150,228
496,000000056127,26,38,726,77,242,144,255
497,000000056288,2,1,36859,0,41,255,255
497,000000056288,2,5,127,26,143,38,158
498,000000056344,9,1,1146,0,29,24,91
498,000000056344,9,2,4156,0,96,100,150
498,000000056344,9,3,3952,111,97,249,154
498,000000056344,9,6,525,207,179,239,214
498,000000056344,9,7,112,131,189,143,204
498,000000056344,9,8,1543,54,210,120,238
498,000000056344,9,9,59,124,212,131,219
498,000000056344,9,11,167,176,217,184,238
498,000000056344,9,18,104,0,241,16,247
499,000000056350,4,1,31440,31,0,255,255
499,000000056350,4,2,56,70,223,76,238
499,000000056350,4,3,168,41,225,59,247
499,000000056350,4,5,82,184,251,208,255
500,000000056545,14,1,100,77,0,92,7
500,000000056545,14,2,3531,128,0,225,81
500,000000056545,14,3,72,251,8,255,24
500,000000056545,14,5,215,59,60,75,79
500,000000056545,14,11,7165,12,89,129,231
500,000000056545,14,17,482,4,130,25,157
500,000000056545,14,18,87,178,145,185,160
500,000000056545,14,20,137,0,166,7,187
500,000000056545,14,24,638,6,217,51,250
500,000000056545,14,25,561,206,221,240,255
500,000000056545,14,27,64,143,228,156,234
500,000000056545,14,28,137,127,234,139,251
500,000000056545,14,31,109,70,239,79,253
500,000000056545,14,32,97,115,242,126,255
501,000000057027,11,1,99,8,0,24,9
501,000000057027,11,4,193,55,16,82,30
501,000000057027,11,10,69,158,35,170,49
501,000000057027,11,11,77,212,52,222,66
501,000000057027,11,12,133,124,160,144,168
501,000000057027,11,16,4887,0,181,255,255
501,000000057027,11,18,82,49,209,55,223
501,000000057027,11,19,406,0,210,20,235
501,000000057027,11,20,723,81,211,109,238
501,000000057027,11,21,214,132,215,145,237
501,000000057027,11,22,79,64,220,69,237
502,000000057149,5,1,29122,4,0,255,140
502,000000057149,5,4,61,7,116,18,121
502,000000057149,5,7,6409,109,158,255,255
502,000000057149,5,9,614,215,187,255,208
502,000000057149,5,11,3167,0,202,102,255
503,000000057150,11,3,53,11,5,19,12
503,000000057150,11,4,537,137,5,160,40
503,000000057150,11,5,191,118,7,132,24
503,000000057150,11,9,104,50,12,62,25
503,000000057150,11,10,213,68,15,79,43
503,000000057150,11,13,71,48,34,59,44
503,000000057150,11,16,3045,129,51,208,108
503,000000057150,11,17,1155,79,56,125,118
503,000000057150,11,19,70,0,93,10,108
503,000000057150,11,22,7852,105,108,226,227
503,000000057150,11,23,57,52,109,59,117
504,000000057232,29,1,1203,3,3,82,35
504,000000057232,29,2,392,76,3,144,13
504,000000057232,29,3,2649,90,3,251,52
504,000000057232,29,7,438,99,29,165,43
504,000000057232,29,8,363,233,29,252,70
504,000000057232,29,9,101,3,33,18,43
504,000000057232,29,10,372,15,40,93,52
504,000000057232,29,11,6823,32,40,210,140
504,000000057232,29,15,82,14,73,33,78
504,000000057232,29,16,208,28,75,74,85
504,000000057232,29,17,183,3,88,26,108
504,000000057232,29,18,59,34,92,48,98
504,000000057232,29,19,126,193,104,225,116
504,000000057232,29,21,676,157,105,242,136
504,000000057232,29,22,54,30,110,44,117
504,000000057232,29,23,490,30,113,84,134
504,000000057232,29,24,62,232,116,245,123
504,000000057232,29,25,555,157,122,234,151
504,000000057232,29,27,55,3,130,10,137
504,000000057232,29,29,3885,96,136,206,200
504,000000057232,29,30,1046,51,140,121,190
504,000000057232,29,31,131,202,155,231,169
504,000000057232,29,33,65,242,170,251,178
504,000000057232,29,34,635,136,172,221,227
504,000000057232,29,35,280,64,183,88,212
504,000000057232,29,39,147,186,193,209,211
504,000000057232,29,40,50,129,198,136,206
504,000000057232,29,42,120,155,218,173,231
504,000000057232,29,46,87,195,246,210,252
505,000000057238,3,1,2166,70,0,105,113
505,000000057238,3,2,20404,113,0,255,204
505,000000057238,3,3,109,103,123,106,158
506,000000057244,21,1,51,80,0,88,6
506,000000057244,21,7,118,229,0,237,24
506,000000057244,21,8,57,247,0,255,15
506,000000057244,21,19,58,98,22,110,29
506,000000057244,21,34,50,12,59,22,65
506,000000057244,21,41,8413,0,75,151,150
506,000000057244,21,42,1897,146,81,238,117
506,000000057244,21,43,1486,167,106,245,137
506,000000057244,21,45,161,146,129,159,158
506,000000057244,21,46,239,108,132,135,152
506,000000057244,21,47,169,171,138,196,150
506,000000057244,21,48,129,223,139,243,148
506,000000057244,21,49,51,201,141,209,149
506,000000057244,21,50,70,139,144,143,163
506,000000057244,21,51,152,69,146,96,158
506,000000057244,21,55,60,185,167,199,171
506,000000057244,21,57,68,123,182,130,198
506,000000057244,21,59,159,49,205,60,223
506,000000057244,21,60,717,203,205,255,229
506,000000057244,21,65,201,20,238,41,250
506,000000057244,21,68,56,49,246,54,255
507,000000057597,9,1,149,93,53,110,72
507,000000057597,9,6,68,141,85,159,89
507,000000057597,9,8,50,179,87,191,90
507,000000057597,9,14,63,94,91,104,97
507,000000057597,9,15,598,140,104,174,137
507,000000057597,9,19,54,189,148,200,156
507,000000057597,9,21,859,126,154,232,255
507,000000057597,9,22,106,179,162,195,177
507,000000057597,9,23,67,83,173,94,179
508,000000057672,7,4,182,23,24,48,37
508,000000057672,7,6,72,57,31,71,37
508,000000057672,7,11,3904,0,63,101,128
508,000000057672,7,19,77,129,129,145,138
508,000000057672,7,27,10569,0,147,117,255
508,000000057672,7,31,1926,202,191,255,255
508,000000057672,7,32,109,204,220,226,233
509,000000057725,3,1,8273,0,0,126,89
509,000000057725,3,2,1368,170,31,206,136
509,000000057725,3,3,105,146,42,162,54
510,000000057760,5,1,38438,0,0,255,150
510,000000057760,5,8,6693,0,175,255,209
510,000000057760,5,10,131,222,229,255,234
510,000000057760,5,12,55,147,232,162,238
510,000000057760,5,15,94,99,238,127,242
511,000000058029,5,1,14959,7,0,217,110
511,000000058029,5,2,93,186,189,199,197
511,000000058029,5,3,69,202,193,210,202
511,000000058029,5,4,4017,66,196,174,255
511,000000058029,5,6,421,188,227,209,255
512,000000058111,4,1,81,248,11,255,21
512,000000058111,4,2,692,233,27,255,77
512,000000058111,4,4,34598,14,55,255,255
512,000000058111,4,5,101,72,59,82,71
513,000000058350,5,1,11615,4,0,234,110
513,000000058350,5,2,5813,103,81,189,200
513,000000058350,5,6,1786,41,131,98,189
513,000000058350,5,9,94,19,165,30,177
513,000000058350,5,12,1027,122,202,165,238
514,000000058384,4,1,16257,0,0,255,67
514,000000058384,4,4,1670,71,143,173,170
514,000000058384,4,6,3491,176,152,255,222
514,000000058384,4,7,236,34,156,65,168
515,000000058393,5,1,28659,0,9,255,132
515,000000058393,5,5,1562,0,181,255,191
515,000000058393,5,7,569,21,201,123,207
515,000000058393,5,8,481,138,201,211,208
515,000000058393,5,9,227,221,201,249,208
516,000000058539,19,1,54,36,0,47,4
516,000000058539,19,2,95,60,0,82,4
516,000000058539,19,3,71,91,0,104,5
516,000000058539,19,4,2805,116,0,188,70
516,000000058539,19,5,53,227,9,232,19
516,000000058539,19,7,933,0,12,42,55
516,000000058539,19,8,1074,59,13,107,77
516,000000058539,19,9,812,59,15,84,57
516,000000058539,19,11,4207,182,36,255,154
516,000000058539,19,16,845,59,80,117,105
516,000000058539,19,19,102,7,93,24,102
516,000000058539,19,21,84,0,101,8,114
516,000000058539,19,23,52,120,115,125,124
516,000000058539,19,24,528,141,117,163,191
516,000000058539,19,27,821,115,130,134,203
516,000000058539,19,29,63,59,145,67,153
516,000000058539,19,31,592,235,160,255,206
516,000000058539,19,32,71,59,177,78,180
516,000000058539,19,33,182,58,186,77,195
517,000000058636,7,1,28669,0,0,136,255
517,000000058636,7,2,22080,146,0,255,255
517,000000058636,7,3,199,61,89,78,103
517,000000058636,7,4,72,45,127,55,142
517,000000058636,7,5,96,61,128,73,142
517,000000058636,7,6,94,78,128,89,143
517,000000058636,7,9,60,129,132,132,146
518,000000058655,7,1,8203,0,0,79,187
518,000000058655,7,2,8111,175,0,255,219
518,000000058655,7,3,1447,140,22,205,55
518,000000058655,7,4,68,105,91,121,96
518,000000058655,7,8,231,95,121,116,141
518,000000058655,7,9,162,146,121,157,147
518,000000058655,7,14,302,127,174,137,221
519,000000058705,8,1,77,19,0,31,8
519,000000058705,8,2,116,198,2,210,14
519,000000058705,8,8,6693,0,77,86,251
519,000000058705,8,9,209,135,77,152,95
519,000000058705,8,11,5136,122,119,195,244
519,000000058705,8,12,122,173,128,184,144
519,000000058705,8,13,247,104,165,119,191
519,000000058705,8,14,2068,201,170,255,255
520,000000059044,10,1,152,225,15,239,34
520,000000059044,10,3,342,2,37,40,52
520,000000059044,10,6,160,111,94,128,108
520,000000059044,10,7,76,18,95,30,103
520,000000059044,10,8,195,0,98,20,120
520,000000059044,10,11,148,167,111,183,125
520,000000059044,10,12,197,134,112,158,135
520,000000059044,10,14,198,108,126,131,144
520,000000059044,10,15,315,166,149,190,169
520,000000059044,10,18,3968,0,171,71,250
521,000000059386,16,2,236,218,28,255,37
521,000000059386,16,3,142,162,35,198,42
521,000000059386,16,6,4456,31,42,122,125
521,000000059386,16,7,7529,160,42,255,152
521,000000059386,16,8,1546,0,46,25,119
521,000000059386,16,9,512,96,88,128,127
521,000000059386,16,12,62,31,115,39,124
521,000000059386,16,13,214,121,115,136,134
521,000000059386,16,19,125,54,169,61,201
521,000000059386,16,23,55,48,187,52,203
521,000000059386,16,24,143,108,187,113,217
521,000000059386,16,25,154,156,187,161,224
521,000000059386,16,27,112,77,188,85,207
521,000000059386,16,30,224,191,195,204,229
521,000000059386,16,33,54,167,202,172,216
521,000000059386,16,34,86,223,203,231,217
522,000000059598,3,1,5545,0,0,69,101
522,000000059598,3,2,28130,0,37,255,255
522,000000059598,3,3,79,96,98,110,103
523,000000059635,11,2,57,6,6,11,17
523,000000059635,11,3,64,59,7,65,16
523,000000059635,11,5,1011,182,23,249,56
523,000000059635,11,7,60,117,26,123,39
523,000000059635,11,9,7682,0,46,105,130
523,000000059635,11,12,109,128,58,145,68
523,000000059635,11,13,5019,119,60,255,130
523,000000059635,11,14,196,124,76,146,90
523,000000059635,11,21,249,93,183,116,204
523,000000059635,11,23,6716,0,211,200,255
523,000000059635,11,25,936,214,228,255,255
524,000000059920,2,1,7950,123,0,221,112
524,000000059920,2,3,484,213,127,255,151
525,000000060052,7,1,45240,0,0,255,255
525,000000060052,7,2,178,98,0,121,12
525,000000060052,7,6,304,186,4,210,30
525,000000060052,7,9,457,149,15,182,39
525,000000060052,7,11,54,241,42,252,49
525,000000060052,7,12,346,232,63,255,86
525,000000060052,7,13,369,232,96,255,119
526,000000060090,18,1,11093,0,0,216,106
526,000000060090,18,5,364,39,62,51,121
526,000000060090,18,6,343,195,62,216,80
526,000000060090,18,10,123,83,77,110,82
526,000000060090,18,11,125,244,93,252,114
526,000000060090,18,12,63,210,95,224,102
526,000000060090,18,13,10003,85,95,255,255
526,000000060090,18,15,272,0,99,15,120
526,000000060090,18,17,92,189,105,196,120
526,000000060090,18,18,53,205,105,210,115
526,000000060090,18,24,3772,0,114,162,162
526,000000060090,18,26,90,202,124,209,136
526,000000060090,18,28,55,42,160,58,165
526,000000060090,18,30,125,0,166,28,177
526,000000060090,18,31,83,40,168,62,176
526,000000060090,18,33,154,0,178,25,190
526,000000060090,18,34,818,17,181,86,211
526,000000060090,18,43,139,0,223,15,238
527,000000060102,14,6,2953,59,12,117,96
527,000000060102,14,7,128,0,35,5,64
527,000000060102,14,8,100,124,64,148,68
527,000000060102,14,10,50,191,78,202,87
527,000000060102,14,11,2881,15,96,83,171
527,000000060102,14,16,695,222,120,255,155
527,000000060102,14,18,125,3,148,15,162
527,000000060102,14,19,150,130,153,152,165
527,000000060102,14,22,65,92,164,98,181
527,000000060102,14,23,66,101,166,110,177
527,000000060102,14,24,829,0,168,88,187
527,000000060102,14,26,687,100,200,144,244
527,000000060102,14,27,160,0,216,17,239
527,000000060102,14,30,50,119,233,129,243
528,000000060347,14,1,151,25,7,37,30
528,000000060347,14,3,90,74,16,77,44
528,000000060347,14,5,118,90,44,95,65
528,000000060347,14,6,520,101,53,129,79
528,000000060347,14,9,166,71,60,77,110
528,000000060347,14,13,52,133,88,140,97
528,000000060347,14,14,295,193,90,224,104
528,000000060347,14,15,168,104,96,125,106
528,000000060347,14,19,2375,127,112,200,181
528,000000060347,14,20,115,70,116,73,152
528,000000060347,14,21,95,243,127,247,154
528,000000060347,14,22,153,241,163,248,189
528,000000060347,14,25,139,173,173,193,186
528,000000060347,14,27,52,115,184,120,197
529,000000060363,4,1,32795,0,0,255,219
529,000000060363,4,2,3381,0,29,62,120
529,000000060363,4,3,60,145,157,151,166
529,000000060363,4,4,63,128,162,135,171
530,000000060449,11,1,7511,0,0,102,113
530,000000060449,11,2,15155,112,0,255,125
530,000000060449,11,3,176,206,122,232,135
530,000000060449,11,5,228,210,147,244,160
530,000000060449,11,6,70,188,150,197,158
530,000000060449,11,8,121,115,175,141,180
530,000000060449,11,9,676,144,179,244,192
530,000000060449,11,10,85,18,183,35,188
530,000000060449,11,11,54,121,185,132,191
530,000000060449,11,12,205,0,189,11,209
530,000000060449,11,17,51,21,209,33,213
531,000000060507,22,1,56,26,0,34,8
531,000000060507,22,2,524,145,0,186,50
531,000000060507,22,4,327,199,0,219,35
531,000000060507,22,6,170,234,0,255,13
531,000000060507,22,7,343,107,3,130,36
531,000000060507,22,14,324,0,15,21,38
531,000000060507,22,15,61,32,15,40,22
531,000000060507,22,19,71,98,22,106,33
531,000000060507,22,21,79,179,27,186,41
531,000000060507,22,26,1548,191,35,255,73
531,000000060507,22,28,126,2,41,12,61
531,000000060507,22,30,287,87,42,115,59
531,000000060507,22,31,158,119,44,145,54
531,000000060507,22,34,194,44,53,82,64
531,000000060507,22,36,52,28,60,40,66
531,000000060507,22,40,123,212,96,243,104
531,000000060507,22,41,293,147,101,188,110
531,000000060507,22,42,2017,28,103,126,171
531,000000060507,22,46,368,132,118,155,153
531,000000060507,22,50,149,165,141,190,149
531,000000060507,22,52,53,108,147,119,153
531,000000060507,22,53,10386,12,157,255,246
532,000000060770,31,2,209,62,0,94,19
532,000000060770,31,4,412,134,0,165,19
532,000000060770,31,9,459,17,7,60,34
532,000000060770,31,15,1910,68,21,142,93
532,000000060770,31,20,127,50,28,65,42
532,000000060770,31,21,666,0,29,33,68
532,000000060770,31,23,61,151,34,159,46
532,000000060770,31,26,53,34,44,43,52
532,000000060770,31,28,63,184,45,189,57
532,000000060770,31,30,252,192,48,219,63
532,000000060770,31,36,115,56,61,72,73
532,000000060770,31,42,1689,0,73,77,138
532,000000060770,31,59,62,96,108,104,117
532,000000060770,31,61,2715,79,114,184,184
532,000000060770,31,63,197,16,122,48,147
532,000000060770,31,64,130,24,131,50,147
532,000000060770,31,65,169,34,134,63,152
532,000000060770,31,67,599,145,137,187,165
532,000000060770,31,68,449,58,145,78,182
532,000000060770,31,69,958,0,157,47,187
532,000000060770,31,70,388,155,160,181,184
532,000000060770,31,76,94,195,195,212,206
532,000000060770,31,77,1669,82,198,167,229
532,000000060770,31,78,167,214,199,236,216
532,000000060770,31,81,797,17,202,75,228
532,000000060770,31,83,86,2,206,16,219
532,000000060770,31,87,1243,164,217,255,255
532,000000060770,31,90,50,26,231,32,240
532,000000060770,31,96,1460,0,238,126,255
532,000000060770,31,97,53,245,241,255,248
532,000000060770,31,98,59,132,242,141,249
533,000000060823,28,1,263,0,0,8,31
533,000000060823,28,2,10251,63,29,255,176
533,000000060823,28,8,63,57,70,66,80
533,000000060823,28,14,96,16,95,32,106
533,000000060823,28,19,67,231,132,240,141
533,000000060823,28,21,95,131,137,139,149
533,000000060823,28,22,62,230,147,238,158
533,000000060823,28,25,53,162,151,170,162
533,000000060823,28,27,86,23,154,39,161
533,000000060823,28,32,1943,190,157,253,238
533,000000060823,28,33,1855,0,158,73,213
533,000000060823,28,36,51,114,161,119,170
533,000000060823,28,48,596,69,185,115,218
533,000000060823,28,49,65,152,186,164,192
533,000000060823,28,51,168,130,195,163,205
533,000000060823,28,53,83,180,201,188,214
533,000000060823,28,54,925,95,207,147,253
533,000000060823,28,55,564,132,207,171,237
533,000000060823,28,56,100,242,210,255,220
533,000000060823,28,58,61,172,214,182,222
533,000000060823,28,60,67,45,216,54,225
533,000000060823,28,61,94,234,216,246,226
533,000000060823,28,62,205,18,218,43,230
533,000000060823,28,64,66,57,219,68,229
533,000000060823,28,66,421,75,230,104,255
533,000000060823,28,67,264,173,231,199,247
533,000000060823,28,70,50,243,237,253,244
533,000000060823,28,71,163,18,238,42,246
534,000000060835,28,1,4687,9,0,52,152
534,000000060835,28,3,62,70,0,78,7
534,000000060835,28,4,55,82,0,89,11
534,000000060835,28,6,22861,9,0,255,234
534,000000060835,28,12,85,181,8,187,23
