job_id,image_name,width,height,object_count,gpu_time_ms,total_time_ms,status
994,000000118405,256,256,13,0.479,2.032,success
995,000000118515,256,256,24,0.312,1.905,success
996,000000118594,256,256,11,0.325,2.160,success
997,000000118921,256,256,18,0.521,2.575,success
998,000000119038,256,256,3,0.340,2.130,success
999,000000119088,256,256,14,0.490,1.922,success
1000,000000119233,256,256,11,0.327,1.798,success
1001,000000119365,256,256,11,0.323,1.819,success
1002,000000119445,256,256,6,0.451,2.126,success
1003,000000119452,256,256,9,0.360,2.190,success
1004,000000119516,256,256,5,0.327,1.465,success
1005,000000119641,256,256,11,0.381,2.219,success
1006,000000119677,256,256,4,0.379,2.091,success
1007,000000119828,256,256,7,0.324,1.649,success
1008,000000119911,256,256,17,0.666,2.354,success
1009,000000119995,256,256,2,0.395,2.688,success
1010,000000120420,256,256,16,0.413,1.867,success
1011,000000120572,256,256,15,0.374,1.939,success
1012,000000120584,256,256,3,0.326,1.950,success
1013,000000120777,256,256,10,0.315,1.927,success
1014,000000120853,256,256,9,0.357,1.981,success
1015,000000121031,256,256,11,0.382,2.242,success
1016,000000121153,256,256,11,0.306,1.711,success
1017,000000121242,256,256,14,0.477,2.191,success
1018,000000121417,256,256,4,0.717,2.971,success
1019,000000121497,256,256,14,0.295,1.735,success
1020,000000121506,256,256,10,0.350,1.781,success
1021,000000121586,256,256,7,0.305,2.266,success
1022,000000121591,256,256,7,0.401,2.823,success
1023,000000121673,256,256,2,0.336,2.436,success
1024,000000121744,256,256,16,0.391,1.895,success
1025,000000122046,256,256,3,0.296,1.785,success
1026,000000122166,256,256,10,0.384,2.384,success
1027,000000122217,256,256,7,0.297,1.577,success
1028,000000122606,256,256,8,0.302,1.768,success
1029,000000122672,256,256,10,0.325,1.714,success
1030,000000122745,256,256,4,0.350,1.537,success
1031,000000122927,256,256,3,0.302,1.837,success
1032,000000122962,256,256,20,0.379,1.914,success
1033,000000122969,256,256,31,0.374,1.835,success
1034,000000123131,256,256,7,0.449,2.401,success
1035,000000123213,256,256,10,0.430,1.831,success
1036,000000123321,256,256,15,0.336,1.944,success
1037,000000123480,256,256,8,0.521,2.323,success
1038,000000123585,256,256,7,0.403,1.714,success
1039,000000123633,256,256,16,0.350,2.132,success
1040,000000124277,256,256,19,0.323,1.633,success
1041,000000124442,256,256,4,0.632,2.632,success
1042,000000124636,256,256,14,0.448,2.290,success
1043,000000124659,256,256,13,0.339,1.927,success
1044,000000124798,256,256,12,0.327,2.067,success
1045,000000124975,256,256,13,0.318,2.094,success
1046,000000125062,256,256,14,0.335,2.295,success
1047,000000125072,256,256,1,0.309,2.112,success
1048,000000125129,256,256,9,0.503,2.338,success
1049,000000125211,256,256,12,0.325,1.948,success
1050,000000125245,256,256,23,0.324,1.780,success
1051,000000125257,256,256,17,0.312,1.694,success
1052,000000125405,256,256,6,0.292,2.285,success
1053,000000125472,256,256,3,0.352,2.452,success
1054,000000125572,256,256,6,0.341,2.251,success
1055,000000125778,256,256,5,0.637,2.204,success
1056,000000125806,256,256,22,0.338,1.956,success
1057,000000125850,256,256,2,0.515,1.853,success
1058,000000125936,256,256,23,0.712,2.369,success
1059,000000125952,256,256,4,0.527,2.759,success
1060,000000126107,256,256,1,0.416,2.630,success
1061,000000126110,256,256,9,0.507,2.005,success
1062,000000126137,256,256,6,0.558,3.717,success
1063,000000126216,256,256,11,0.424,2.472,success
1064,000000126226,256,256,7,0.345,2.224,success
1065,000000126592,256,256,8,0.351,2.329,success
1066,000000127092,256,256,11,0.383,2.065,success
1067,000000127135,256,256,7,0.342,1.888,success
1068,000000127182,256,256,13,0.431,2.073,success
1069,000000127263,256,256,12,0.356,1.896,success
1070,000000127270,256,256,11,0.313,2.002,success
1071,000000127394,256,256,29,0.333,1.797,success
1072,000000127476,256,256,35,0.542,2.221,success
1073,000000127494,256,256,10,0.351,1.746,success
1074,000000127517,256,256,6,0.416,2.206,success
1075,000000127530,256,256,20,0.318,1.798,success
1076,000000127624,256,256,3,0.338,1.979,success
1077,000000127660,256,256,8,0.354,1.480,success
1078,000000127955,256,256,4,0.326,1.720,success
1079,000000127987,256,256,7,0.454,2.580,success
1080,000000128051,256,256,3,0.548,2.581,success
1081,000000128112,256,256,2,0.338,2.406,success
1082,000000128148,256,256,7,0.613,2.219,success
1083,000000128372,256,256,6,0.299,2.287,success
1084,000000128476,256,256,21,0.343,1.564,success
1085,000000128598,256,256,7,0.354,1.723,success
1086,000000128654,256,256,1,0.334,2.502,success
1087,000000128658,256,256,12,0.300,2.019,success
1088,000000128675,256,256,3,0.372,2.048,success
1089,000000128699,256,256,8,0.342,2.258,success
1090,000000128748,256,256,17,0.324,1.982,success
1091,000000129054,256,256,18,0.535,2.353,success
1092,000000129062,256,256,15,0.411,1.880,success
1093,000000129113,256,256,34,0.393,2.172,success
1094,000000129135,256,256,13,0.329,1.790,success
1095,000000129322,256,256,4,0.309,1.706,success
1096,000000129416,256,256,19,0.318,1.895,success
1097,000000129492,256,256,4,0.460,2.183,success
1098,000000129756,256,256,15,0.581,2.465,success
1099,000000129812,256,256,5,0.451,2.616,success
1100,000000129945,256,256,5,0.459,2.753,success
1101,000000130386,256,256,11,0.567,2.597,success
1102,000000130465,256,256,4,0.459,2.372,success
1103,000000130566,256,256,9,0.337,2.086,success
1104,000000130579,256,256,2,0.367,1.889,success
1105,000000130586,256,256,14,0.329,1.952,success
1106,000000130599,256,256,11,0.344,2.037,success
1107,000000130613,256,256,20,0.355,1.812,success
1108,000000130699,256,256,3,0.438,1.718,success
1109,000000130826,256,256,18,0.334,2.022,success
1110,000000131131,256,256,7,0.384,2.324,success
1111,000000131138,256,256,12,0.371,2.045,success
1112,000000131273,256,256,3,0.566,2.742,success
1113,000000131379,256,256,8,0.542,2.643,success
1114,000000131386,256,256,1,0.471,2.744,success
1115,000000131431,256,256,22,0.360,2.329,success
1116,000000131444,256,256,14,0.340,1.835,success
1117,000000131556,256,256,2,0.371,2.418,success
1118,000000131938,256,256,15,0.399,1.815,success
1119,000000132116,256,256,10,0.330,1.721,success
1120,000000132329,256,256,8,0.332,1.813,success
1121,000000132375,256,256,9,0.498,2.570,success
1122,000000132408,256,256,4,0.323,1.728,success
1123,000000132544,256,256,11,0.411,1.988,success
1124,000000132587,256,256,1,0.356,1.825,success
1125,000000132622,256,256,8,0.387,2.176,success
1126,000000132703,256,256,5,0.461,2.759,success
1127,000000132796,256,256,21,0.429,1.983,success
1128,000000132931,256,256,11,0.314,2.190,success
1129,000000133000,256,256,18,0.338,2.023,success
1130,000000133087,256,256,9,0.340,1.612,success
1131,000000133233,256,256,15,0.348,2.200,success
1132,000000133244,256,256,23,0.333,1.586,success
1133,000000133343,256,256,10,0.352,1.800,success
1134,000000133418,256,256,6,0.499,2.086,success
1135,000000133567,256,256,8,0.343,2.073,success
1136,000000133631,256,256,13,0.326,1.767,success
1137,000000133645,256,256,8,0.502,1.963,success
1138,000000133778,256,256,5,0.394,2.546,success
1139,000000133819,256,256,18,0.420,2.199,success
1140,000000133969,256,256,7,0.321,1.851,success
1141,000000134034,256,256,28,0.313,2.201,success
1142,000000134096,256,256,5,0.314,2.185,success
1143,000000134112,256,256,7,0.317,1.929,success
1144,000000134322,256,256,8,0.340,2.402,success
1145,000000134689,256,256,3,0.403,2.158,success
1146,000000134722,256,256,3,0.313,1.960,success
1147,000000134856,256,256,3,0.337,2.107,success
1148,000000134882,256,256,10,0.314,2.077,success
1149,000000134886,256,256,2,0.336,2.291,success
1150,000000135410,256,256,8,0.485,2.041,success
1151,000000135561,256,256,6,0.569,2.258,success
1152,000000135604,256,256,19,0.338,2.228,success
1153,000000135670,256,256,7,0.390,2.184,success
1154,000000135673,256,256,1,0.338,2.597,success
1155,000000135872,256,256,11,0.315,1.532,success
1156,000000135890,256,256,2,0.360,2.257,success
1157,000000135902,256,256,11,0.338,2.070,success
1158,000000136033,256,256,11,0.330,1.935,success
1159,000000136334,256,256,2,0.331,2.329,success
1160,000000136355,256,256,12,0.319,2.235,success
1161,000000136466,256,256,7,0.369,2.150,success
1162,000000136600,256,256,6,0.366,3.733,success
1163,000000136633,256,256,20,0.349,1.602,success
1164,000000136715,256,256,16,0.356,1.752,success
1165,000000136772,256,256,5,0.393,2.220,success
1166,000000136915,256,256,11,0.337,2.067,success
1167,000000137106,256,256,4,0.413,2.629,success
1168,000000137246,256,256,14,0.340,1.885,success
1169,000000137294,256,256,13,0.385,1.870,success
1170,000000137576,256,256,12,0.406,1.959,success
1171,000000137727,256,256,10,0.311,1.892,success
1172,000000137950,256,256,5,0.537,2.550,success
1173,000000138115,256,256,6,0.343,2.141,success
1174,000000138241,256,256,4,0.347,2.360,success
1175,000000138492,256,256,8,0.340,1.737,success
1176,000000138550,256,256,5,0.319,1.783,success
1177,000000138639,256,256,8,0.319,1.794,success
1178,000000138819,256,256,7,0.384,2.093,success
1179,000000138856,256,256,15,0.368,1.968,success
1180,000000138954,256,256,4,0.390,2.254,success
1181,000000138979,256,256,8,0.645,2.523,success
1182,000000139077,256,256,11,0.343,2.015,success
1183,000000139099,256,256,21,0.400,2.080,success
1184,000000139260,256,256,2,0.593,2.318,success
1185,000000139684,256,256,4,0.760,2.426,success
1186,000000139871,256,256,5,0.377,2.304,success
1187,000000139872,256,256,12,0.511,1.965,success
1188,000000139883,256,256,22,0.336,2.087,success
1189,000000140076,256,256,8,0.510,2.464,success
1190,000000140203,256,256,9,0.352,2.257,success
1191,000000140270,256,256,5,0.497,2.860,success
1192,000000140286,256,256,18,0.822,2.433,success
1193,000000140420,256,256,2,0.389,1.704,success
1194,000000140439,256,256,5,0.325,2.440,success
1195,000000140556,256,256,17,0.397,2.065,success
1196,000000140583,256,256,2,0.452,2.184,success
1197,000000140640,256,256,8,0.386,1.749,success
1198,000000140658,256,256,1,0.357,1.834,success
1199,000000140840,256,256,12,0.367,2.334,success
1200,000000140929,256,256,9,0.499,2.705,success
1201,000000140987,256,256,14,0.385,2.342,success
1202,000000141328,256,256,23,0.598,2.413,success
1203,000000141597,256,256,4,0.500,2.477,success
1204,000000141671,256,256,23,0.400,1.935,success
1205,000000141821,256,256,22,0.322,2.205,success
1206,000000142092,256,256,14,0.498,2.141,success
1207,000000142238,256,256,31,0.316,1.612,success
1208,000000142324,256,256,10,0.394,1.902,success
1209,000000142472,256,256,20,0.340,1.841,success
1210,000000142585,256,256,11,0.360,1.954,success
1211,000000142620,256,256,20,0.315,1.623,success
1212,000000142790,256,256,8,0.567,2.739,success
1213,000000142971,256,256,9,0.389,1.710,success
1214,000000143068,256,256,4,0.339,2.370,success
1215,000000143556,256,256,10,0.381,2.085,success
1216,000000143572,256,256,31,0.577,2.170,success
1217,000000143931,256,256,11,0.573,1.940,success
1218,000000143961,256,256,16,0.308,1.764,success
1219,000000143998,256,256,12,0.306,2.117,success
1220,000000144003,256,256,13,0.493,2.426,success
1221,000000144114,256,256,3,0.438,2.765,success
1222,000000144300,256,256,9,0.501,2.179,success
1223,000000144333,256,256,19,0.429,1.983,success
1224,000000144706,256,256,6,0.418,2.489,success
1225,000000144784,256,256,7,0.383,1.768,success
1226,000000144798,256,256,2,0.328,2.149,success
1227,000000144932,256,256,4,0.489,2.472,success
1228,000000144984,256,256,4,0.343,1.987,success
1229,000000145020,256,256,20,0.397,2.153,success
1230,000000145591,256,256,6,0.386,1.964,success
1231,000000145597,256,256,21,0.425,1.894,success
1232,000000145620,256,256,15,0.516,2.007,success
1233,000000145665,256,256,7,0.321,1.512,success
1234,000000145781,256,256,12,0.338,1.736,success
1235,000000146155,256,256,13,0.346,1.594,success
1236,000000146358,256,256,11,0.306,1.914,success
1237,000000146363,256,256,6,0.301,1.685,success
1238,000000146457,256,256,21,0.315,1.611,success
1239,000000146489,256,256,6,0.308,1.528,success
1240,000000146498,256,256,11,0.560,2.134,success
1241,000000146667,256,256,18,0.329,1.713,success
1242,000000146825,256,256,9,0.313,1.426,success
1243,000000146831,256,256,8,0.314,1.767,success
1244,000000147205,256,256,18,0.341,1.579,success
1245,000000147223,256,256,18,0.307,1.590,success
1246,000000147338,256,256,9,0.351,1.752,success
1247,000000147415,256,256,2,0.389,1.629,success
1248,000000147498,256,256,1,0.431,2.173,success
1249,000000147518,256,256,6,0.360,1.751,success
1250,000000147725,256,256,3,0.379,1.655,success
1251,000000147729,256,256,2,0.427,1.494,success
1252,000000147740,256,256,15,0.553,1.983,success
1253,000000147745,256,256,7,0.351,1.974,success
1254,000000148508,256,256,13,0.414,1.888,success
1255,000000148620,256,256,3,0.311,1.929,success
1256,000000148662,256,256,8,0.354,1.510,success
1257,000000148707,256,256,40,0.601,2.065,success
1258,000000148719,256,256,20,0.332,1.483,success
1259,000000148730,256,256,7,0.350,2.092,success
1260,000000148739,256,256,10,0.489,2.325,success
1261,000000148783,256,256,22,0.603,2.172,success
1262,000000148957,256,256,20,0.356,1.760,success
1263,000000148999,256,256,7,0.331,1.952,success
1264,000000149222,256,256,12,0.346,2.028,success
1265,000000149375,256,256,6,0.635,1.885,success
1266,000000149406,256,256,16,0.434,1.944,success
1267,000000149568,256,256,10,0.364,2.246,success
1268,000000149622,256,256,36,0.338,1.917,success
1269,000000149770,256,256,1,0.476,2.366,success
1270,000000150224,256,256,6,0.351,2.093,success
1271,000000150265,256,256,13,0.350,1.562,success
1272,000000150417,256,256,9,0.560,2.135,success
1273,000000150638,256,256,8,0.338,1.545,success
1274,000000150649,256,256,9,0.481,2.228,success
1275,000000150726,256,256,5,0.541,2.277,success
1276,000000150930,256,256,5,0.359,4.990,success
1277,000000151000,256,256,16,0.333,2.025,success
1278,000000151051,256,256,2,0.470,2.588,success
1279,000000151480,256,256,16,0.661,2.293,success
1280,000000151516,256,256,0,0.362,1.396,success
1281,000000151629,256,256,17,0.469,1.970,success
1282,000000151657,256,256,7,0.382,1.641,success
1283,000000151662,256,256,15,0.664,2.560,success
1284,000000151820,256,256,6,0.340,1.823,success
1285,000000151857,256,256,14,0.410,1.936,success
1286,000000151938,256,256,8,0.580,2.001,success
1287,000000151962,256,256,4,0.600,2.289,success
1288,000000152120,256,256,11,0.589,2.598,success
1289,000000152214,256,256,7,0.473,1.919,success
1290,000000152465,256,256,14,0.759,2.631,success
1291,000000152686,256,256,12,0.751,2.276,success
1292,000000152740,256,256,11,0.398,2.349,success
1293,000000152771,256,256,6,0.582,2.216,success
1294,000000152870,256,256,3,0.382,1.726,success
1295,000000153011,256,256,23,0.717,2.532,success
1296,000000153217,256,256,19,0.448,1.994,success
1297,000000153229,256,256,15,0.899,2.750,success
1298,000000153299,256,256,16,0.742,2.633,success
1299,000000153343,256,256,10,0.526,2.092,success
1300,000000153510,256,256,12,0.449,2.769,success
1301,000000153527,256,256,10,0.355,1.796,success
1302,000000153529,256,256,9,0.407,2.155,success
1303,000000153568,256,256,2,0.347,2.431,success
1304,000000153632,256,256,6,0.636,2.805,success
1305,000000153669,256,256,23,0.389,1.791,success
1306,000000153782,256,256,17,0.334,1.833,success
1307,000000153797,256,256,4,0.332,1.595,success
1308,000000154000,256,256,7,0.322,1.821,success
1309,000000154004,256,256,21,0.305,1.827,success
1310,000000154087,256,256,1,0.322,2.499,success
1311,000000154213,256,256,2,0.532,2.199,success
1312,000000154339,256,256,7,0.336,1.457,success
1313,000000154358,256,256,9,0.362,1.872,success
1314,000000154425,256,256,8,0.307,1.553,success
1315,000000154431,256,256,21,0.365,1.901,success
1316,000000154644,256,256,7,0.359,1.751,success
1317,000000154705,256,256,14,0.289,1.998,success
1318,000000154718,256,256,3,0.365,1.707,success
1319,000000154947,256,256,3,0.344,2.073,success
1320,000000155051,256,256,1,0.380,1.372,success
1321,000000155145,256,256,15,0.386,1.540,success
1322,000000155154,256,256,5,0.352,2.181,success
1323,000000155179,256,256,8,0.455,2.106,success
1324,000000155291,256,256,3,0.549,2.274,success
1325,000000155341,256,256,4,0.362,1.770,success
1326,000000155443,256,256,12,0.379,1.701,success
1327,000000155451,256,256,10,0.503,1.622,success
1328,000000155571,256,256,19,0.412,2.001,success
1329,000000156071,256,256,33,0.367,1.742,success
1330,000000156076,256,256,20,0.350,1.773,success
1331,000000156278,256,256,10,0.351,1.795,success
1332,000000156292,256,256,24,0.366,1.783,success
1333,000000156372,256,256,8,0.454,2.524,success
1334,000000156643,256,256,11,0.353,1.745,success
1335,000000156924,256,256,13,0.345,1.501,success
1336,000000157046,256,256,4,0.480,2.476,success
1337,000000157098,256,256,15,0.334,1.812,success
1338,000000157124,256,256,2,0.595,2.653,success
1339,000000157138,256,256,8,0.519,2.280,success
1340,000000157213,256,256,17,0.946,2.992,success
1341,000000157365,256,256,7,0.783,2.556,success
1342,000000157390,256,256,8,0.691,3.191,success
1343,000000157418,256,256,6,0.392,2.119,success
1344,000000157601,256,256,8,0.536,2.444,success
1345,000000157756,256,256,9,0.542,1.938,success
1346,000000157767,256,256,5,0.793,2.787,success
1347,000000157807,256,256,4,0.696,2.983,success
1348,000000157847,256,256,5,0.360,1.943,success
1349,000000157928,256,256,9,0.558,3.059,success
1350,000000158227,256,256,15,0.562,2.195,success
1351,000000158548,256,256,7,0.615,3.002,success
1352,000000158660,256,256,7,0.517,2.209,success
1353,000000158744,256,256,2,0.391,1.932,success
1354,000000158945,256,256,20,0.582,2.372,success
1355,000000158956,256,256,10,0.470,2.220,success
1356,000000159112,256,256,16,0.451,3.471,success
1357,000000159282,256,256,5,0.619,2.243,success
1358,000000159311,256,256,31,0.401,2.244,success
1359,000000159399,256,256,2,0.587,2.643,success
1360,000000159458,256,256,6,0.514,2.704,success
1361,000000159684,256,256,17,0.668,2.788,success
1362,000000159791,256,256,6,0.443,2.190,success
1363,000000159977,256,256,2,0.437,2.053,success
1364,000000160012,256,256,34,0.451,2.063,success
1365,000000160556,256,256,7,0.389,1.786,success
1366,000000160666,256,256,9,0.386,2.310,success
1367,000000160728,256,256,11,0.395,2.311,success
1368,000000160772,256,256,8,0.490,2.266,success
1369,000000160864,256,256,13,0.409,2.040,success
1370,000000161008,256,256,10,0.382,1.570,success
1371,000000161032,256,256,6,0.341,1.646,success
1372,000000161044,256,256,1,0.311,2.073,success
1373,000000161128,256,256,5,0.383,1.867,success
1374,000000161397,256,256,6,0.451,2.402,success
1375,000000161609,256,256,14,0.378,1.670,success
1376,000000161642,256,256,9,0.324,2.433,success
1377,000000161781,256,256,5,0.334,1.853,success
1378,000000161799,256,256,1,0.357,2.435,success
1379,000000161820,256,256,24,0.340,1.537,success
1380,000000161861,256,256,2,0.492,1.998,success
1381,000000161875,256,256,9,0.343,1.644,success
1382,000000161879,256,256,7,0.342,1.562,success
1383,000000161925,256,256,7,0.524,2.136,success
1384,000000161978,256,256,8,0.551,2.491,success
1385,000000162035,256,256,1,0.450,1.496,success
1386,000000162092,256,256,5,0.380,1.555,success
1387,000000162130,256,256,2,0.379,1.469,success
1388,000000162366,256,256,14,0.543,1.918,success
1389,000000162415,256,256,15,0.307,1.639,success
1390,000000162543,256,256,10,0.295,1.684,success
1391,000000162581,256,256,4,0.623,1.911,success
1392,000000162732,256,256,14,0.349,1.934,success
1393,000000162858,256,256,16,0.557,2.393,success
1394,000000163057,256,256,2,0.327,1.803,success
1395,000000163117,256,256,4,0.408,2.210,success
1396,000000163118,256,256,8,0.505,1.890,success
1397,000000163155,256,256,5,0.526,1.926,success
1398,000000163257,256,256,6,0.498,2.447,success
1399,000000163258,256,256,3,0.353,2.352,success
1400,000000163290,256,256,13,0.452,1.976,success
1401,000000163314,256,256,10,0.366,1.482,success
1402,000000163562,256,256,3,0.313,1.684,success
1403,000000163611,256,256,23,0.356,1.816,success
1404,000000163640,256,256,9,0.384,1.656,success
1405,000000163682,256,256,6,0.317,2.010,success
1406,000000163746,256,256,9,0.484,2.047,success
1407,000000163951,256,256,3,0.542,2.395,success
1408,000000164115,256,256,18,0.681,1.923,success
1409,000000164363,256,256,1,0.635,2.508,success
1410,000000164602,256,256,8,0.426,1.992,success
1411,000000164637,256,256,6,0.288,1.370,success
1412,000000164883,256,256,6,0.488,2.440,success
1413,000000164885,256,256,3,0.417,2.423,success
1414,000000164969,256,256,22,0.572,2.084,success
1415,000000165039,256,256,9,0.983,2.615,success
1416,000000165257,256,256,14,0.622,2.495,success
1417,000000165336,256,256,7,0.438,2.276,success
1418,000000165351,256,256,18,0.765,2.826,success
1419,000000165500,256,256,11,0.450,2.139,success
1420,000000165518,256,256,1,0.550,2.174,success
1421,000000165681,256,256,37,0.614,2.028,success
1422,000000165713,256,256,16,0.425,1.645,success
1423,000000165831,256,256,5,0.546,1.902,success
1424,000000166165,256,256,5,0.449,1.837,success
1425,000000166166,256,256,2,0.423,1.668,success
1426,000000166259,256,256,11,0.471,1.959,success
1427,000000166277,256,256,14,0.589,2.062,success
1428,000000166287,256,256,0,0.460,2.753,success
1429,000000166391,256,256,11,0.447,1.615,success
1430,000000166426,256,256,15,0.668,2.427,success
1431,000000166478,256,256,7,0.510,2.009,success
1432,000000166509,256,256,6,0.455,1.637,success
1433,000000166521,256,256,11,0.454,2.103,success
1434,000000166563,256,256,9,0.580,2.307,success
1435,000000166642,256,256,10,0.563,2.339,success
1436,000000166664,256,256,2,0.824,2.586,success
1437,000000166747,256,256,20,0.428,2.213,success
1438,000000166768,256,256,1,0.672,3.037,success
1439,000000166918,256,256,15,0.457,1.953,success
1440,000000167067,256,256,4,0.707,2.443,success
1441,000000167122,256,256,5,0.419,1.584,success
1442,000000167128,256,256,11,0.478,2.246,success
1443,000000167159,256,256,5,0.473,2.016,success
1444,000000167240,256,256,15,0.633,2.050,success
1445,000000167353,256,256,13,0.440,2.177,success
1446,000000167486,256,256,9,0.608,1.990,success
1447,000000167540,256,256,1,0.603,2.536,success
1448,000000167572,256,256,12,0.442,1.737,success
1449,000000167898,256,256,9,0.427,2.195,success
1450,000000167902,256,256,19,0.464,2.004,success
1451,000000168330,256,256,6,0.467,7.404,success
1452,000000168337,256,256,6,0.436,1.547,success
1453,000000168458,256,256,8,0.439,2.282,success
1454,000000168593,256,256,5,0.430,1.892,success
1455,000000168619,256,256,5,0.430,1.978,success
1456,000000168883,256,256,13,0.588,2.037,success
1457,000000168974,256,256,7,0.418,1.661,success
1458,000000169076,256,256,5,0.442,1.962,success
1459,000000169169,256,256,25,0.414,1.812,success
1460,000000169356,256,256,13,0.642,2.483,success
1461,000000169996,256,256,15,0.679,2.622,success
1462,000000170099,256,256,15,0.399,1.882,success
1463,000000170116,256,256,12,0.585,2.141,success
1464,000000170191,256,256,7,0.484,1.759,success
1465,000000170278,256,256,20,0.429,1.636,success
1466,000000170474,256,256,15,0.539,2.067,success
1467,000000170545,256,256,2,0.434,1.565,success
1468,000000170595,256,256,3,0.667,2.452,success
1469,000000170613,256,256,4,0.544,2.482,success
1470,000000170670,256,256,23,0.467,2.170,success
1471,000000170739,256,256,15,0.490,1.871,success
1472,000000170893,256,256,2,0.421,2.173,success
1473,000000170955,256,256,2,0.444,2.361,success
1474,000000171050,256,256,5,0.437,1.909,success
1475,000000171190,256,256,6,0.432,1.738,success
1476,000000171298,256,256,18,0.534,2.094,success
1477,000000171382,256,256,25,0.437,1.958,success
1478,000000171611,256,256,4,0.463,2.610,success
1479,000000171740,256,256,9,0.461,2.245,success
1480,000000171757,256,256,2,0.654,1.869,success
1481,000000171788,256,256,4,0.480,2.622,success
1482,000000172083,256,256,6,0.850,2.539,success
1483,000000172330,256,256,19,0.480,2.102,success
1484,000000172396,256,256,5,0.668,2.382,success
1485,000000172547,256,256,2,0.522,2.171,success
1486,000000172571,256,256,26,0.528,2.347,success
1487,000000172595,256,256,8,0.473,2.199,success
1488,000000172617,256,256,7,0.495,2.290,success
1489,000000172648,256,256,13,0.475,2.011,success
1490,000000172649,256,256,4,0.516,1.995,success
1491,000000172856,256,256,5,0.462,2.006,success
1492,000000172877,256,256,6,0.484,1.960,success
1493,000000172935,256,256,8,0.495,2.166,success
1494,000000172946,256,256,13,0.502,1.711,success
1495,000000172977,256,256,24,0.600,2.230,success
1496,000000173004,256,256,10,0.473,5.513,success
1497,000000173008,256,256,9,0.820,2.525,success
1498,000000173033,256,256,1,0.833,3.058,success
1499,000000173044,256,256,3,0.654,2.540,success
1500,000000173057,256,256,20,0.493,2.221,success
1501,000000173091,256,256,2,0.517,2.500,success
1502,000000173183,256,256,26,0.655,2.788,success
1503,000000173302,256,256,19,0.514,1.970,success
1504,000000173371,256,256,14,0.908,3.193,success
1505,000000173383,256,256,10,0.518,2.294,success
1506,000000173799,256,256,19,0.646,2.709,success
1507,000000173830,256,256,4,0.513,2.482,success
1508,000000174004,256,256,7,0.794,2.459,success
1509,000000174018,256,256,14,1.013,2.772,success
1510,000000174123,256,256,19,0.479,2.413,success
1511,000000174231,256,256,9,0.486,2.351,success
1512,000000174371,256,256,27,0.476,2.270,success
1513,000000174482,256,256,21,0.509,2.215,success
1514,000000175251,256,256,8,0.499,2.132,success
1515,000000175364,256,256,8,0.640,2.459,success
1516,000000175387,256,256,2,0.549,2.406,success
1517,000000175438,256,256,12,0.504,2.359,success
1518,000000175443,256,256,9,0.558,1.812,success
1519,000000175535,256,256,9,0.479,2.223,success
1520,000000176037,256,256,13,0.489,1.660,success
1521,000000176232,256,256,3,0.517,2.413,success
1522,000000176446,256,256,5,0.524,1.984,success
1523,000000176606,256,256,9,0.490,2.265,success
1524,000000176634,256,256,36,0.537,2.254,success
1525,000000176701,256,256,5,0.554,2.142,success
1526,000000176778,256,256,3,0.552,2.130,success
1527,000000176799,256,256,25,0.481,1.888,success
1528,000000176847,256,256,52,0.510,2.163,success
1529,000000176857,256,256,16,0.463,1.920,success
1530,000000176901,256,256,3,0.572,2.490,success
1531,000000177015,256,256,10,0.477,1.810,success
1532,000000177065,256,256,9,0.521,2.458,success
1533,000000177213,256,256,2,0.504,2.318,success
1534,000000177357,256,256,12,0.634,2.176,success
1535,000000177383,256,256,16,0.510,2.036,success
1536,000000177489,256,256,13,0.490,2.045,success
1537,000000177539,256,256,8,0.474,2.437,success
1538,000000177714,256,256,14,0.610,2.277,success
1539,000000177861,256,256,8,0.614,2.245,success
1540,000000177893,256,256,4,0.541,2.848,success
1541,000000177934,256,256,23,1.087,3.130,success
1542,000000177935,256,256,8,0.603,2.418,success
1543,000000178028,256,256,9,0.502,2.206,success
1544,000000178469,256,256,15,0.527,2.318,success
1545,000000178618,256,256,3,0.534,2.165,success
1546,000000178744,256,256,7,0.655,2.537,success
1547,000000178982,256,256,6,0.575,1.976,success
1548,000000179112,256,256,7,0.561,3.492,success
1549,000000179141,256,256,5,0.558,2.116,success
1550,000000179174,256,256,6,0.513,2.334,success
1551,000000179214,256,256,15,0.501,2.564,success
1552,000000179265,256,256,9,0.554,2.368,success
1553,000000179285,256,256,2,0.644,2.289,success
1554,000000179392,256,256,6,0.551,2.180,success
1555,000000179487,256,256,22,0.488,2.058,success
1556,000000179642,256,256,16,0.688,2.395,success
1557,000000179653,256,256,8,0.514,2.160,success
1558,000000179765,256,256,19,0.526,1.975,success
1559,000000179898,256,256,14,0.648,2.522,success
1560,000000180011,256,256,25,0.675,2.208,success
1561,000000180101,256,256,11,0.615,2.155,success
1562,000000180135,256,256,14,0.525,2.254,success
1563,000000180188,256,256,5,0.568,2.311,success
1564,000000180296,256,256,5,0.750,2.524,success
1565,000000180383,256,256,8,0.658,2.170,success
1566,000000180487,256,256,12,0.677,2.430,success
1567,000000180560,256,256,6,0.552,1.938,success
1568,000000180751,256,256,16,0.712,2.661,success
1569,000000180792,256,256,2,0.527,2.528,success
1570,000000180798,256,256,14,0.605,2.327,success
1571,000000180878,256,256,7,0.577,2.190,success
1572,000000181303,256,256,7,0.566,2.289,success
1573,000000181421,256,256,9,0.514,1.796,success
1574,000000181499,256,256,3,0.647,2.638,success
1575,000000181542,256,256,25,0.652,2.464,success
